CustomerID,purchase_flag,morning,afternoon,evening,night,is_weekend,StockCode,Country,Recency,Frequency,Monetary
12346.0,0,1.0,0.0,0.0,0.0,0.0,411.1955988325603,20.861861564763192,1.6486977500659838,-1.1883939418365221,3.1245667859105515
12347.0,1,0.25274725274725274,0.7472527472527473,0.0,0.0,0.0,21.792060421488692,23.681318584592564,-1.811237524399272,1.2255804300757394,1.37901086667163
12348.0,1,0.3548387096774194,0.0967741935483871,0.5483870967741935,0.0,0.0967741935483871,24.018406311780925,32.913985401459854,0.27795474447985197,0.7716193745296961,0.7553308487587385
12349.0,1,1.0,0.0,0.0,0.0,0.0,26.878190445303908,23.06496042216359,-0.6866574420982927,-1.1883939418365221,0.7387679684222678
12350.0,1,0.0,1.0,0.0,0.0,0.0,18.246065702821806,33.76791783380019,1.5949972659645961,-1.1883939418365221,-0.587241759838196
12352.0,1,0.0,1.0,0.0,0.0,0.0,33.77352498393364,33.76791783380019,-0.27039388498249467,1.3114658779092347,0.9980819114185271
12353.0,1,0.0,1.0,0.0,0.0,0.0,21.79295001768215,26.72847941888181,1.1680747641013238,-1.1883939418365221,-1.7882029991322732
12354.0,1,0.0,1.0,0.0,0.0,0.0,24.637295045001498,24.83201290843082,1.2956435948019969,-1.1883939418365221,0.36894143688550546
12355.0,1,0.0,1.0,0.0,0.0,0.0,34.260311600270676,26.72847941888181,1.2151699500307866,-1.1883939418365221,-0.3184245615685328
12356.0,1,0.6440677966101694,0.3559322033898305,0.0,0.0,0.0,22.52630727189353,22.970295939435655,-0.5675716748719202,0.4697482781842503,1.080398642218744
12357.0,1,0.0,1.0,0.0,0.0,1.0,20.09737348454118,30.659397066811515,-0.33016982166059267,-1.1883939418365221,1.6252134125353621
12358.0,1,1.0,0.0,0.0,0.0,0.0,37.54599788025803,25.624824120603016,-1.811237524399272,-0.051451963875835886,0.42990575740341325
12359.0,1,0.0,1.0,0.0,0.0,0.0,31.118232395489738,22.39278606965174,0.07650612343186475,0.7716193745296961,1.6360643128403236
12360.0,1,0.5813953488372093,0.4186046511627907,0.0,0.0,0.0,23.30675671499263,25.624824120603016,-0.005930034906214317,0.4697482781842503,1.0414219063077925
12361.0,1,0.0,1.0,0.0,0.0,0.0,31.235228985450448,20.28377154111275,1.5137371226858476,-1.1883939418365221,-1.084605800684858
12362.0,1,0.37218045112781956,0.6278195488721805,0.0,0.0,0.0,26.715064546627147,20.28377154111275,-1.641558492040812,1.4384799889236282,1.5100740312006105
12363.0,1,0.30434782608695654,0.6956521739130435,0.0,0.0,0.0,22.01848754265276,11.040539422012714,0.5980793814459934,-0.051451963875835886,-0.16632402437510832
12364.0,1,0.3176470588235294,0.6823529411764706,0.0,0.0,0.25882352941176473,17.991917266593433,20.28377154111275,-1.174994823594536,0.7716193745296961,0.5195253016457726
12365.0,1,0.0,1.0,0.0,0.0,0.0,29.525570486025494,22.39278606965174,1.528238293784785,-1.1883939418365221,-0.043803405761257075
12367.0,1,0.0,1.0,0.0,0.0,0.0,22.09902414572199,49.88247368421051,-1.5133197287782338,-1.1883939418365221,-1.1905983348242415
12370.0,1,0.04819277108433735,0.9518072289156626,0.0,0.0,0.0,21.898450531912918,22.548546939577104,-0.02039597988338687,0.7716193745296961,1.243239755158622
12371.0,1,1.0,0.0,0.0,0.0,0.0,21.113256113125743,30.659397066811515,-0.11226778342254794,-0.051451963875835886,0.7917398654886926
12372.0,1,0.36538461538461536,0.6346153846153846,0.0,0.0,0.0,24.81215774555205,49.88247368421052,0.2452578667246047,0.4697482781842503,0.5107339331494188
12373.0,1,0.0,1.0,0.0,0.0,0.0,29.71080562798217,25.624824120603016,1.5984183690550409,-1.1883939418365221,-0.5133268747355411
12374.0,1,0.0,1.0,0.0,0.0,0.0,23.861583585138018,25.624824120603016,-0.5142109565928714,-1.1883939418365221,0.07464895920636398
12375.0,1,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,34.82336178048775,32.913985401459854,-1.0043700805718652,-0.051451963875835886,-0.32188540926113357
12377.0,1,0.5584415584415584,0.44155844155844154,0.0,0.0,0.0,20.451358851008195,30.659397066811515,1.612014537542679,-0.051451963875835886,0.6817847862184017
12378.0,1,1.0,0.0,0.0,0.0,0.0,20.77977426334004,30.659397066811515,0.7455087019936032,-1.1883939418365221,1.3291378812582804
12379.0,1,0.5,0.5,0.0,0.0,0.0,26.528023130940237,20.28377154111275,0.3503668608902443,-0.051451963875835886,0.18390882104687095
12380.0,1,0.7307692307692307,0.2692307692307692,0.0,0.0,0.0,29.170659448966052,20.28377154111275,-0.5956700318925076,0.7716193745296961,1.0580788886790338
12381.0,1,0.7241379310344828,0.27586206896551724,0.0,0.0,0.1839080459770115,29.943291173139553,33.76791783380019,-1.4090855702951366,0.9721983142176406,0.7748657284842355
12383.0,1,0.20202020202020202,0.797979797979798,0.0,0.0,0.0,22.148725244505147,20.28377154111275,1.073212995611962,0.9721983142176406,0.7769656323060019
12384.0,1,1.0,0.0,0.0,0.0,0.0,37.89155667768486,30.659397066811515,-0.4170667297525239,-0.051451963875835886,-0.11835370287729192
12386.0,1,0.8,0.2,0.0,0.0,0.0,17.744552190413376,117.23438611346316,1.6875922402598367,-0.051451963875835886,-0.43071471962740643
12388.0,1,0.41,0.59,0.0,0.0,0.22,24.737692642628257,117.23438611346315,-0.7901204196945951,1.1163772706163801,1.072556793465684
12390.0,1,1.0,0.0,0.0,0.0,0.0,25.435635478554588,20.28377154111275,0.3301985784160018,-1.1883939418365221,-0.16954637352755775
12391.0,1,0.0,1.0,0.0,0.0,0.0,16.710261191266422,22.39278606965174,-0.5956700318925076,-1.1883939418365221,-0.35516337153195454
12393.0,1,0.609375,0.390625,0.0,0.0,0.0,20.918612534143207,117.23438611346316,0.2452578667246047,0.7716193745296961,0.6605630505291199
